sno,district,mandal,village,lat_gis,long_gis,RL_GIS,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
1,ADILABAD,Adilabad,Adilabad,78.52,19.67,253,Post-monsoon 2021,7.7,982,628.48,0,210,70,0.31,154.8136818,37.25,30,3,88,48.62,419.9177632,0.636518888,C3S1,-4.198355263,P.S.
2,ADILABAD,Bazarhatnur,Bazarhatnur,78.35,19.46,435,Post-monsoon 2021,7.54,594,380.16,0,130,70,0.14,0.201318182,16.25,46,5,32,14.586,139.9753289,1.690457464,C2S1,-0.199506579,P.S.
3,ADILABAD,Bela,Chandpally,78.85,19.68,247,Post-monsoon 2021,7.32,954,610.56,0,150,50,0.43,72.87718182,17.5,71,5,32,14.586,139.9753289,2.609184346,C3S1,0.200493421,P.S.
4,ADILABAD,Bheempur,Arli,78.38,19.83,224,Post-monsoon 2021,7.8,1526,976.64,0,240,200,1.19,204.5392727,19.75,198,2,80,19.448,279.9671053,5.144981894,C3S1,-0.799342105,P.S.
5,ADILABAD,Bheempur,Bheempur,78.42,19.77,245,Post-monsoon 2021,7.21,922,590.08,0,260,60,0.64,92.40504545,16.75,94,2,64,19.448,239.9671053,2.638299902,C3S1,0.400657895,P.S.
6,ADILABAD,Boath,Boath,78.32,19.34,432,Post-monsoon 2021,7.38,1156,739.84,0,220,150,0.31,109.1144545,32,78,2,88,43.758,399.9259868,1.695809071,C3S1,-3.598519737,P.S.
7,ADILABAD,Gudihatnoor,Gudihatnoor,78.51,19.53,434,Post-monsoon 2021,7.49,635,406.4,0,180,40,0.36,53.55063636,17,38,1,64,14.586,219.9753289,1.113957887,C2S1,-0.799506579,P.S.
8,ADILABAD,Jainath,Bhoraj,78.55,19.74,231,Post-monsoon 2021,7.52,558,357.12,0,200,30,0.49,19.32654545,10,57,5,24,19.448,139.9671053,2.094758827,C2S1,1.200657895,P.S.
9,ADILABAD,Jainath,Jainath,78.64,19.73,219,Post-monsoon 2021,7.59,375,240,0,130,20,0.36,21.94368182,10.5,40,1,24,9.724,99.98355263,1.739273473,C2S1,0.600328947,P.S.
10,ADILABAD,Narnoor,Narnoor,78.85,19.50,472,Post-monsoon 2021,7.28,1478,945.92,0,180,170,0.22,227.4895455,54.75,143,42,64,34.034,299.9424342,3.589956991,C3S1,-2.398848684,P.S.
11,ADILABAD,Neradigonda,Neradigonda,78.41,19.29,425,Post-monsoon 2021,7.62,765,489.6,0,190,110,0.31,21.74236364,20.75,84,6,24,34.034,199.9424342,2.582848676,C3S1,-0.198848684,P.S.
12,ADILABAD,Talamadugu,Devapur,78.46,19.61,284,Post-monsoon 2021,7.66,1140,729.6,0,230,130,0.14,82.74177273,24.75,70,2,96,34.034,379.9424342,1.561389676,C3S1,-2.998848684,P.S.
13,ADILABAD,Talamadugu,Talamadugu,78.40,19.63,291,Post-monsoon 2021,7.6,978,625.92,0,250,40,0.52,107.1012727,50,70,1,88,19.448,299.9671053,1.757249336,C3S1,-0.999342105,P.S.
14,ADILABAD,Tamsi,Tamsi,78.43,19.68,272,Post-monsoon 2021,7.32,1020,652.8,0,190,100,0.87,158.4374091,52.25,52,2,88,43.758,399.9259868,1.130539381,C3S1,-4.198519737,P.S.
15,ADILABAD,Utnoor,Utnoor,78.77,19.38,382,Post-monsoon 2021,7.42,515,329.6,0,160,40,1.37,13.48831818,7.5,36,1,24,24.31,159.9588816,1.23757203,C2S1,0.000822368,P.S.
1,BHADRADRI,Allapalli,Allapalli,80.48,17.83,113,Post-monsoon 2021,7.75,832,532,0,320,60,1.01,18,13,71,4,24,53,280,1.85,C3S1,0.802,P.S.
2,BHADRADRI,Allapalli,Markodu,80.51,17.91,,Post-monsoon 2021,7.40,1045,669,0,350,100,0.87,42,17,114,2,24,58,300,2.86,C3S1,1.00,P.S.
3,BHADRADRI,Annapureddypalli,Annapureddypalli,80.83,17.35,225,Post-monsoon 2021,7.80,346,221,0,120,30,0.16,3,9,23,3,16,19,120,0.91,C2S1,0.01,P.S.
4,BHADRADRI,Ashwapuram,Ammagaripalli,80.85,17.87,,Post-monsoon 2021,7.30,1588,1016,0,190,410,0.30,1,20,118,4,80,83,540,2.20,C3S1,-7.00,P.S.
5,BHADRADRI,Ashwapuram,Aswapuram,80.81,17.84,15,Post-monsoon 2021,7.18,1649,1055,0,150,300,0.17,112,205,148,2,48,102,540,2.77,C3S1,-7.797,P.S.
6,BHADRADRI,Ashwapuram,Aswapuram,80.81,17.87,,Post-monsoon 2021,8.29,1908,1221,0,650,170,3.61,64,27,412,2,32,5,100,17.91,C3S3,11.00,U.S.
7,BHADRADRI,Ashwapuram,ASWARAOPET (D),81.11,17.24,,Post-monsoon 2021,7.06,163,104,0,10,30,0.01,36,5,11,2,16,5,60,0.62,C1S1,-1.00,P.S.
8,BHADRADRI,Aswaraopet (S),Aswaraopet (S),81.11,17.24,192,Post-monsoon 2021,7.11,193,124,0,30,30,0.01,36,4,12,2,16,10,80,0.56,C1S1,-1.00,P.S.
9,BHADRADRI,Aswaraopeta,Duradapadu,81.09,17.43,,Post-monsoon 2021,7.81,735,470,0,210,70,0.62,43,18,39,5,80,19,280,1.01,C2S1,-1.40,P.S.
10,BHADRADRI,Aswaraopeta,Gummadivalli,81.18,17.42,,Post-monsoon 2021,7.62,876,561,0,280,100,1.71,4,14,112,2.9,64,10,200,3.44,C3S1,1.60,MR
11,BHADRADRI,Aswaraopeta,NANDIPADU,81.13,17.46,,Post-monsoon 2021,7.39,1315,842,0,250,150,0.75,177,40,54,17,128,49,520,1.04,C3S1,-5.40,P.S.
12,BHADRADRI,Aswaraopeta,Vinayakapuram,81.12,17.35,,Post-monsoon 2021,7.64,92,59,0,40,10,0.05,1,7,10,0,8,5,40,0.69,BG,0.01,P.S.
13,BHADRADRI,Bhadrachalam,Bhadrachalam,80.90,17.67,5,Post-monsoon 2021,7.68,617,395,0,300,20,1.11,2,2,53,2,24,39,220,1.55,C2S1,1.601,MR
14,BHADRADRI,Burgampad,Krishnasagar,80.81,17.71,,Post-monsoon 2021,7.35,287,184,0,100,20,0.12,17,5,8,10,24,15,120,0.32,C2S1,-0.40,P.S.
15,BHADRADRI,Burgampad,M.Banjara,80.79,17.64,7,Post-monsoon 2021,8.08,1422,910,0,400,150,0.51,82,34,199,8,16,58,280,5.17,C3S1,2.402,MR
16,BHADRADRI,Chandrugonda,Cherla,80.83,18.07,64,Post-monsoon 2021,7.02,1819,1164,0,80,500,0.86,36,90,87,4.5,144,88,720,1.41,C3S1,-12.797,P.S.
17,BHADRADRI,Chandrugonda,Maddukuru,80.68,17.36,,Post-monsoon 2021,7.49,394,252,0,120,40,0.99,17,7,25,1,24,19,140,0.92,C2S1,-0.40,P.S.
18,BHADRADRI,Chandrugonda,Ravikampadu,80.61,17.40,57,Post-monsoon 2021,8.22,2675,1712,0,430,360,0.69,409,105,232,16,8,204,860,3.44,C4S1,-8.593,P.S.
19,BHADRADRI,Cherla,Chinmedisileru,80.85,18.06,,Post-monsoon 2021,7.42,262,168,0,70,20,0.26,21,8,8,7,8,19,100,0.35,C2S1,-0.60,P.S.
20,BHADRADRI,Chunchupalli,Chunchupalli,80.61,17.53,24,Post-monsoon 2021,7.66,1582,1012,0,420,210,0.89,63,24,238,5,8,63,280,6.19,C3S1,2.802,U.S.
21,BHADRADRI,Dammapeta,Malkaram,81.07,17.31,169,Post-monsoon 2021,7.34,121,77,0,10,20,0.01,29,4,12,0,8,5,40,0.83,C1S1,-0.60,P.S.
22,BHADRADRI,Dammapeta,Mandalapalli,81.01,17.24,,Post-monsoon 2021,7.33,267,171,0,60,40,0.16,24,8,11,2,24,15,120,0.44,C2S1,-1.20,P.S.
23,BHADRADRI,Dammapeta,Patwarigudem,80.96,17.35,,Post-monsoon 2021,7.86,384,246,0,70,50,0.12,48,7,12,4,32,19,160,0.41,C2S1,-1.80,P.S.
24,BHADRADRI,Dummugudem,Bandirevu,80.92,17.92,,Post-monsoon 2021,7.74,778,498,0,240,90,0.84,10,12,90,1,72,5,200,2.77,C3S1,0.80,P.S.
25,BHADRADRI,Dummugudem,Dummugudem,80.89,17.85,7,Post-monsoon 2021,7.89,358,229,0,140,30,0.71,5,7,25,3,24,19,140,0.92,C2S1,0.010,P.S.
26,BHADRADRI,Gundala,Gundala,80.33,17.91,,Post-monsoon 2021,7.60,427,273,0,110,50,0.32,31,12,32,10,24,19,140,1.18,C2S1,-0.60,P.S.
27,BHADRADRI,Gundala,Kanchanapalli,80.42,17.79,,Post-monsoon 2021,7.73,753,482,0,160,70,0.29,148,14,22,72.0,72,19,260,0.58,C3S1,-2.00,P.S.
28,BHADRADRI,Gundala,Mamakannu,80.41,17.87,114,Post-monsoon 2021,7.51,521,333,0,190,30,0.62,20,12,26,6,40,24,200,0.80,C2S1,-0.199,P.S.
29,BHADRADRI,Gundala,Sainapalli,80.35,17.96,,Post-monsoon 2021,7.62,1105,707,0,190,140,0.25,202,19,40,28,128,29,440,0.83,C3S1,-5.00,P.S.
30,BHADRADRI,Gundala,Settupalli,80.35,17.81,,Post-monsoon 2021,7.83,196,125,0,60,20,0.24,0.2,10,9,1,24,5,80,0.44,C1S1,-0.40,P.S.
31,BHADRADRI,Julurpadu,P. Narsapuram,80.52,17.44,,Post-monsoon 2021,7.98,3459,2214,0,650,640,1.11,212,44,487,11,32,156,720,7.90,C4S2,-1.39,P.S.
32,BHADRADRI,Julurpadu,Papakollu,80.48,17.42,73,Post-monsoon 2021,7.18,2694,1724,0,200,380,0.15,394,260,177,12,88,165,900,2.57,C4S1,-13.994,P.S.
33,BHADRADRI,Kalvala nagaram*,karakagudem,80.51,18.09,,Post-monsoon 2021,8.05,959,614,0,440,30,0.15,0.1,7,185,2,16,15,100,8.04,C3S2,6.80,U.S.
34,BHADRADRI,Karakagudem,Karakagudem,80.57,18.03,112,Post-monsoon 2021,7.53,393,252,0,140,30,0.24,5,7,24,3,24,19,140,0.89,C2S1,0.001,P.S.
35,BHADRADRI,Kothagudem,Kothagudem,80.62,17.55,136,Post-monsoon 2021,7.55,893,572,0,160,120,0.18,94,36,76,15,80,15,260,2.05,C3S1,-2.00,P.S.
36,BHADRADRI,Laxmidevipalli,Bangaruchelka,80.60,17.76,,Post-monsoon 2021,7.96,1045,669,0,340,100,0.39,46,21,56,14,80,49,400,1.21,C3S1,-1.20,P.S.
37,BHADRADRI,Laxmidevipalli,Laxmidevipalli,80.62,17.57,31,Post-monsoon 2021,7.69,851,545,0,150,130,0.16,83,24,88,48,32,24,180,2.85,C3S1,-0.599,P.S.
38,BHADRADRI,Manuguru,Manuguru,80.83,17.96,6,Post-monsoon 2021,7.41,1973,1263,0,280,160,0.47,45,480,308,4,32,63,340,7.26,C3S1,-1.198,P.S.
39,BHADRADRI,Manuguru,Pagideru,80.73,17.97,,Post-monsoon 2021,8.28,842,539,0,220,130,0.79,3,9,108,31,8,29,140,3.95,C3S1,1.60,MR
40,BHADRADRI,Mulakalapalli,Mulakalapalli (D),80.83,17.50,19,Post-monsoon 2021,7.10,816,522,0,210,100,0.35,50,14,34,16,104,15,320,0.82,C3S1,-2.200,P.S.
41,BHADRADRI,Mulakalapalli,MULAKALAPALLI (S),80.85,17.48,,Post-monsoon 2021,7.03,834,534,0,210,100,0.30,64,20,32,15.9,104,19,340,0.75,C3S1,-2.60,P.S.
42,BHADRADRI,Mulakalapalli,N. Jaganadhapuram,80.86,17.43,,Post-monsoon 2021,7.89,479,307,0,130,60,0.26,15,13,24,11,24,29,180,0.78,C2S1,-1.00,P.S.
43,BHADRADRI,Mulakalapalli,Pusugudem            (Pakeer thanda),80.76,17.54,,Post-monsoon 2021,7.36,709,454,0,190,70,0.30,1,75,66,46,16,29,160,2.27,C2S1,0.60,P.S.
44,BHADRADRI,Mulakalapalli,Thimmampet,80.93,17.54,,Post-monsoon 2021,7.43,585,374,0,110,80,0.45,45,15,29,7,40,24,200,0.88,C2S1,-1.80,P.S.
45,BHADRADRI,Palwancha,Danthalaboru,80.84,17.59,,Post-monsoon 2021,7.99,1159,742,0,240,190,1.01,19,26,134,8,16,53,260,3.62,C3S1,-0.40,P.S.
46,BHADRADRI,Palwancha,Pathapalwancha,80.69,17.55,,Post-monsoon 2021,7.28,1225,784,0,150,190,0.79,67,135,93,73,72,34,320,2.26,C3S1,-3.40,P.S.
47,BHADRADRI,Palwancha,REGELLA,80.58,17.95,,Post-monsoon 2021,7.98,999,639,0,350,80,0.26,26,10,135,5,40,24,200,4.15,C3S1,3.00,U.S.
48,BHADRADRI,Palwancha,Ulavanoor,80.68,17.78,83,Post-monsoon 2021,7.71,797,510,0,190,80,0.31,68,20,65,2,32,39,240,1.82,C3S1,-0.999,P.S.
49,BHADRADRI,Palwancha,Yanmbailu,80.68,17.69,,Post-monsoon 2021,8.10,742,475,0,290,40,1.57,9,14,117,4,8,24,120,4.64,C2S1,3.40,U.S.
50,BHADRADRI,Pinapaka,Dugenepalli,80.65,18.13,,Post-monsoon 2021,7.67,595,381,0,120,100,0.48,13,15,59,1,24,24,160,2.03,C2S1,-0.80,P.S.
51,BHADRADRI,Pinapaka,Potlapalli ,80.68,18.04,,Post-monsoon 2021,7.56,704,451,0,70,120,0.21,13,100,53,4,32,39,240,1.50,C2S1,-3.40,P.S.
52,BHADRADRI,Sujathanagar,Sarvaram (Gudithanda),80.59,17.53,,Post-monsoon 2021,7.92,1332,852,0,250,180,0.46,189,27,108,2,40,88,460,2.20,C3S1,-4.20,P.S.
53,BHADRADRI,Sujathanagar,Sujathanagar,80.59,17.49,25,Post-monsoon 2021,7.80,1084,694,0,300,130,0.50,84,18,109,30,24,58,300,2.73,C3S1,0.010,P.S.
54,BHADRADRI,Tekulapalli,Bethampudi,80.45,17.56,,Post-monsoon 2021,7.80,1009,646,0,160,110,0.34,158,27,109,2,16,49,240,3.05,C3S1,-1.60,P.S.
55,BHADRADRI,Tekulapalli,Bodu,80.44,17.67,106,Post-monsoon 2021,7.59,1113,712,0,130,130,0.43,69,160,79,75,56,29,260,2.13,C3S1,-2.599,P.S.
56,BHADRADRI,Tekulapalli,Mutyalampadu,80.50,17.54,,Post-monsoon 2021,8.27,1135,726,0,390,90,0.79,47,17,192,9,16,29,160,6.60,C3S2,4.60,U.S.
57,BHADRADRI,Tekulapalli,Sulanagar,80.50,17.54,58,Post-monsoon 2021,7.16,2182,1396,0,280,340,0.28,185,185,155,6,80,131,740,2.48,C3S1,-9.196,P.S.
58,BHADRADRI,Yellandu,Komararam,80.32,17.71,,Post-monsoon 2021,7.71,503,322,0,170,30,2.24,24,14,8,14,32,34,220,0.23,C2S1,-1.00,P.S.
59,BHADRADRI,Yellandu,Narayanapuram D,80.38,17.51,110,Post-monsoon 2021,7.52,563,360,0,240,30,0.80,0.2,5,30,1.6,40,29,220,0.89,C2S1,0.40,P.S.
60,BHADRADRI,Yellandu,NARAYANAPURAM S,80.38,17.51,,Post-monsoon 2021,7.71,501,321,0,190,40,0.83,0.3,5,26,2,24,34,200,0.80,C2S1,-0.20,P.S.
61,BHADRADRI,Yellandu,Rompedu,80.30,17.65,,Post-monsoon 2021,7.67,210,134,0,30,40,0.11,7,8,19,0.4,16,5,60,1.04,C1S1,-0.60,P.S.
62,BHADRADRI,Yellandu,Sudimalla,80.35,17.59,,Post-monsoon 2021,8.11,2013,1288,0,650,200,2.98,49,30,366,4,24,44,240,10.27,C3S2,8.20,U.S.
1,BHUPALPALLY,Bhupalpally,Bhupalpally,79.88,18.44,183,Post-monsoon 2021,7.88,897,574,0,280,100,0.47,15.70,30,77,3,32,53.48,300,1.93,C3S1,-0.40,P.S.
2,BHUPALPALLY,Bhupalpally,Gudadpally,79.81,18.39,161,Post-monsoon 2021,7.63,981,628,0,270,130,0.64,15.56,30,75,3,32,63.21,340,1.77,C3S1,-1.40,P.S.
3,BHUPALPALLY,Bhupalpally,Nandigama,80.06,18.50,139,Post-monsoon 2021,7.69,912,584,0,270,110,0.51,15.30,32,79,4,24,58.34,300,1.98,C3S1,-0.60,P.S.
4,BHUPALPALLY,Chityala,Chityala,79.67,18.34,179,Post-monsoon 2021,7.69,1188,760,0,330,130,0.93,54.56,36,102,3,40,68.07,380,2.28,C3S1,-1.00,P.S.
5,BHUPALPALLY,Chityala,Jadalpet,79.74,18.38,177,Post-monsoon 2021,7.81,1220,781,0,310,160,0.90,57.78,39,101,4,48,72.93,420,2.14,C3S1,-2.20,P.S.
6,BHUPALPALLY,Ghanpur Mulug,Chelpur(D),79.85,18.37,,Post-monsoon 2021,7.67,1009,646,0,290,110,0.65,28.59,31,74,3,32,63.21,340,1.75,C3S1,-1.00,P.S.
7,BHUPALPALLY,Ghanpur Mulug,Chelpur(S),79.84,18.38,167,Post-monsoon 2021,7.89,941,602,0,280,110,0.64,28.39,29,79,3,40,53.48,320,1.92,C3S1,-0.80,P.S.
8,BHUPALPALLY,Ghanpur Mulug,Velthurlapally,79.89,18.30,179,Post-monsoon 2021,8.04,1253,802,0,320,170,0.78,32.81,46,87,4,48,82.65,460,1.76,C3S1,-2.80,P.S.
9,BHUPALPALLY,Kataram,Jadaraopet,79.88,18.70,127,Post-monsoon 2021,8.09,2295,1469,0,510,330,0.53,136.29,78,194,9,88,136.14,780,3.02,C4S1,-5.40,P.S.
10,BHUPALPALLY,Kataram,Medipally,79.92,18.55,151,Post-monsoon 2021,8.11,2396,1533,0,540,340,0.56,119.38,81,197,6,96,136.14,800,3.03,C4S1,-5.20,P.S.
11,BHUPALPALLY,Kataram,Regulagudem,79.87,18.62,131,Post-monsoon 2021,8.17,2095,1341,0,460,280,0.57,193.06,71,176,8,88,126.41,740,2.81,C3S1,-5.60,P.S.
12,BHUPALPALLY,Kataram,Shankarampally 125(D),79.90,18.60,141,Post-monsoon 2021,7.52,942,603,0,250,130,0.58,0.60,32,71,2,32,58.34,320,1.73,C3S1,-1.40,P.S.
13,BHUPALPALLY,Kataram,Shankarampally 47,79.89,18.61,,Post-monsoon 2021,7.61,932,596,0,200,120,0.76,64.62,30,71,2,32,53.48,300,1.78,C3S1,-2.00,P.S.
14,BHUPALPALLY,Maha Mutharam,Stambampally,79.99,18.56,120,Post-monsoon 2021,8.10,2104,1347,0,470,310,0.56,138.51,74,189,11,72,131.27,720,3.06,C3S1,-5.00,P.S.
15,BHUPALPALLY,Maha Mutharam,Yatnaram,80.15,18.57,109,Post-monsoon 2021,8.14,2400,1536,0,530,340,0.55,150.79,86,193,17,88,150.72,840,2.90,C4S1,-6.19,P.S.
16,BHUPALPALLY,Mahadevpur,Ambatipalli,80.06,18.70,101,Post-monsoon 2021,7.89,637,408,0,180,60,0.13,19.93,20,38,2,16,43.76,220,1.11,C2S1,-0.80,P.S.
17,BHUPALPALLY,Mahadevpur,Annaram,79.84,18.76,111,Post-monsoon 2021,8.01,1362,872,0,340,190,1.55,47.51,40,104,5,48,87.52,480,2.06,C3S1,-2.80,P.S.
18,BHUPALPALLY,Mahadevpur,Kaleswaram,79.91,18.80,103,Post-monsoon 2021,7.64,537,344,0,190,50,0.14,18.52,18,35,3,24,38.90,220,1.03,C2S1,-0.60,P.S.
19,BHUPALPALLY,Mahadevpur,Mahadevpur -125D,79.98,18.73,,Post-monsoon 2021,7.73,960,614,0,270,100,0.70,28.18,28,76,4,32,53.48,300,1.91,C3S1,-0.60,P.S.
20,BHUPALPALLY,Mahadevpur,Mahadevpur 199D,79.98,18.73,,Post-monsoon 2021,7.54,988,632,0,280,120,0.66,27.78,32,78,4,40,58.34,340,1.84,C3S1,-1.20,P.S.
21,BHUPALPALLY,Mahadevpur,Mahadevpur 75NC,79.98,18.72,106,Post-monsoon 2021,7.81,1024,655,0,300,120,0.70,28.18,32,79,3,32,68.07,360,1.81,C3S1,-1.20,P.S.
22,BHUPALPALLY,Malhar Rao,Mallaram,79.79,18.56,124,Post-monsoon 2021,7.97,1007,644,0,130,180,0.42,58.58,33,32,4,72,53.48,400,0.70,C3S1,-5.40,P.S.
23,BHUPALPALLY,Mogullapalli,Aknepally,79.61,18.36,184,Post-monsoon 2021,8.11,1278,818,0,310,180,0.66,59.59,42,76,6,56,87.52,500,1.48,C3S1,-3.80,P.S.
24,BHUPALPALLY,Mogullapalli,Rangapur,79.69,18.27,190,Post-monsoon 2021,7.66,1385,886,0,360,190,0.13,35.63,39,114,4,48,82.65,460,2.31,C3S1,-2.00,P.S.
25,BHUPALPALLY,Palimela,Kamanpally,80.25,18.63,99,Post-monsoon 2021,7.87,944,604,0,290,110,0.37,5.84,31,76,4,32,58.34,320,1.85,C3S1,-0.60,P.S.
26,BHUPALPALLY,Palimela,Lenkalagadda,80.13,18.67,108,Post-monsoon 2021,7.91,1014,649,0,210,170,0.44,53.35,33,72,3,48,63.21,380,1.61,C3S1,-3.40,P.S.
27,BHUPALPALLY,Palimela,Sarvaipet,80.24,18.68,95,Post-monsoon 2021,8.06,977,625,0,240,130,0.43,57.58,33,77,4,40,58.34,340,1.82,C3S1,-2.00,P.S.
28,BHUPALPALLY,Regonda,Gorikothapally,79.81,18.18,230,Post-monsoon 2021,7.72,1071,685,0,310,110,0.82,59.99,33,77,4,48,63.21,380,1.72,C3S1,-1.40,P.S.
29,BHUPALPALLY,Regonda,Regonda,79.78,18.24,220,Post-monsoon 2021,7.57,1648,1055,0,390,190,0.76,161.66,47,126,5,64,102.10,580,2.28,C3S1,-3.80,P.S.
30,BHUPALPALLY,Tekumatla,Ramakrishnapuram,79.63,18.42,177,Post-monsoon 2021,7.94,2204,1411,0,480,330,0.55,141.33,74,206,8,64,136.14,720,3.34,C3S1,-4.80,P.S.
1,HYDERABAD,Ameerpet,"DIRECTOR WOMEN AND CHILD WELFARE, YOUSUFGUDA",78.45,17.45,,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,HYDERABAD,Ameerpet,S.R.Nagar,78.44,17.44,538,Post-monsoon 2021,6.77,888,568,0,250,70,1.03,46,55,82,1,88,10,260,2.21,C3S1,-0.20,P.S.
3,HYDERABAD,Ameerpet,"STDC Chest Hospital, Erragadda",78.43,17.45,,Post-monsoon 2021,6.66,1053,674,0,280,110,1.07,31,54,57,1,128,19,400,1.23,C3S1,-2.40,P.S.
4,HYDERABAD,Asifnagar,"Govt. Polytechnic, Masab Tank.",78.45,17.38,,Post-monsoon 2021,6.92,972,622,0,230,110,0.74,39,57,86,2,88,19,300,2.16,C3S1,-1.40,P.S.
5,HYDERABAD,Asifnagar,Himayanagar,78.45,17.40,531,Post-monsoon 2021,7.14,890,570,0,360,70,0.65,3,57,57,1,72,53,400,1.24,C3S1,-0.80,P.S.
6,HYDERABAD,Asifnagar,Kulsanapur,78.44,17.37,482,Post-monsoon 2021,6.96,1367,875,0,400,120,0.75,58,82,143,14,72,49,380,3.19,C3S1,0.40,P.S.
7,HYDERABAD,Bandlaguda,Chandraingutta,78.48,17.33,514,Post-monsoon 2021,6.91,1145,733,0,320,130,0.94,19,89,91,4,128,24,420,1.93,C3S1,-2.00,P.S.
8,HYDERABAD,Bhadurpura,Bahadurpura,78.46,17.35,499,Post-monsoon 2021,7.52,1046,669,0,420,90,3.33,0.35,18,118,2,48,49,320,2.87,C3S1,2.00,MR
9,HYDERABAD,Charminar,Darul Shifa,78.49,17.38,485,Post-monsoon 2021,7.52,768,492,0,270,60,0.61,3,50,62,15,48,34,260,1.67,C3S1,0.20,P.S.
10,HYDERABAD,Himayathnagar,"Fever Hospital, Nallakunta",78.48,17.41,,Post-monsoon 2021,7.49,1214,777,0,370,120,1.05,3,63,116,4,72,44,360,2.66,C3S1,0.20,P.S.
11,HYDERABAD,Himayathnagar,Indira Park,78.50,17.40,,Post-monsoon 2021,6.84,1331,852,0,460,130,1.32,4,61,119,3,96,53,460,2.42,C3S1,0.002,P.S.
12,HYDERABAD,Khairathabad,"CME premises, Chinthalbasti",78.45,17.43,,Post-monsoon 2021,7.31,1302,833,0,350,110,0.44,79,82,101,8,128,29,440,2.09,C3S1,-1.80,P.S.
13,HYDERABAD,Khairathabad,"CME premises, Chinthalbasti",78.45,17.43,,Post-monsoon 2021,7.48,846,541,0,280,30,0.35,93,40,99,7,56,19,220,2.90,C3S1,1.20,P.S.
14,HYDERABAD,Khairathabad,Khairathabad,78.46,17.41,510,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,HYDERABAD,Khairathabad,T.S..Secretariat,78.47,17.41,525,Post-monsoon 2021,7.44,1016,650,0,200,100,1.19,53,140,82,2,96,29,360,1.88,C3S1,-3.20,P.S.
16,HYDERABAD,Maredpally,"Govt.Jr.College,West Maredpally",78.51,17.43,,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,HYDERABAD,Maredpally,Maredpally(s),78.51,17.44,535,Post-monsoon 2021,7.29,790,506,0,200,90,0.89,2,79,72,2,56,29,260,1.94,C3S1,-1.20,P.S.
18,HYDERABAD,Musheerabad,Musheerabad,78.51,17.42,516,Post-monsoon 2021,6.90,1202,769,0,310,120,0.75,79,81,148,1,80,29,320,3.60,C3S1,-0.20,P.S.
19,HYDERABAD,Nampally,Nampally,78.47,17.39,493,Post-monsoon 2021,7.77,916,586,0,270,90,0.77,40,58,97,4,64,29,280,2.52,C3S1,-0.20,P.S.
20,HYDERABAD,Saidabad,Juvinile home,78.51,17.36,505,Post-monsoon 2021,7.31,1065,682,0,330,90,0.51,26,79,105,12,88,24,320,2.55,C3S1,0.20,P.S.
21,HYDERABAD,Secunderabad ,"Sanjeevaiah Park, Hussian Sagar.",78.48,17.44,,Post-monsoon 2021,6.33,4071,2605,0,460,660,0.49,259,505,163,4,568,78,1740,1.70,C4S1,-25.6,P.S.
22,HYDERABAD,Shaikpet,Shaikpet,78.45,17.42,535,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,HYDERABAD,Shaikpet,"Vengal Rao Park, Srinagar colony",78.42,17.41,,Post-monsoon 2021,6.75,1313,840,0,500,100,0.70,10,20,102,15,136,24,440,2.11,C3S1,1.20,P.S.
24,HYDERABAD,Tirmalgiri,"NIMH,Hasmathpet",78.49,17.46,,Post-monsoon 2021,7.10,1163,744,0,290,110,1.10,48,84,97,4,96,29,360,2.22,C3S1,-1.40,P.S.
1,JAGITYAL,Beerpur,Kandlapalle,78.96,19.03,188,Post-monsoon 2021,8.28,396,253,0,110,50,0.52,0.40,6,22,2,24,19.45,140,0.81,C2S1,-0.60,P.S.
2,JAGITYAL,Dharmapuri,Dharmapuri,79.10,18.95,149,Post-monsoon 2021,8.15,1626,1041,0,270,300,0.46,29.59,55,256,15,32,34.03,220,7.51,C3S1,1.00,P.S.
3,JAGITYAL,Dharmapuri,Jaina,79.08,19.01,166,Post-monsoon 2021,8.28,685,438,0,150,80,0.35,38.25,19,62,4,32,24.31,180,2.01,C2S1,-0.60,P.S.
4,JAGITYAL,Gollapalli,Gollapalli,79.05,18.79,233,Post-monsoon 2021,8.23,776,497,0,140,80,0.84,86.77,19,49,2,40,34.03,240,1.38,C3S1,-2.00,P.S.
5,JAGITYAL,Ibrahimpatnam,Ibrahimpatnam,78.58,18.90,303,Post-monsoon 2021,8.26,336,215,0,110,50,0.11,0.20,10,51,3,24,4.86,80,2.48,C2S1,0.60,P.S.
6,JAGITYAL,Jagityal,Jagityal,78.85,18.83,283,Post-monsoon 2021,8.09,843,540,0,110,110,0.15,135.89,19,72,1,32,38.90,240,2.02,C3S1,-2.60,P.S.
