sno,district,mandal,village,lat_gis,long_gis,RL_GIS,season,pH,E.C,TDS,CO3,HCO3,Cl,F,NO3 ,SO4,Na,K,Ca,Mg,T.H,SAR,Classification,RSC  meq  / L,Classification.1
13,MEDAK,Narasapur,Narasapur,78.28,17.74,554,Post-monsoon 2021,6.53,1170,749,0,130,230,0.48,117,72,99,2,64,58,400,2.14,C3S1,-5.40,P.S.
14,MEDAK,Narasingi,Narasingi,78.42,18.05,,Post-monsoon 2021,7.77,852,545,0,220,100,0.64,25,55,85,2,32,44,260,2.29,C3S1,-0.80,P.S.
15,MEDAK,Narasapur,Reddypally,78.26,17.79,520,Post-monsoon 2021,8.06,788,504,0,140,150,0.42,3,56,79,2,48,29,240,2.22,C3S1,-2.00,P.S.
16,MEDAK,Nizampet,Naskal,78.55,18.16,470,Post-monsoon 2021,6.65,885,566,0,290,50,0.87,44,56,32,3,104,29,380,0.71,C3S1,-1.80,P.S.
17,MEDAK,Papannapet,Papannapet,78.09,18.04,420,Post-monsoon 2021,7.22,856,548,0,210,50,0.51,24,143,57,2,40,53,320,1.39,C3S1,-2.20,P.S.
18,MEDAK,Ramayampet,Ramayampet,78.43,18.12,,Post-monsoon 2021,7.63,1182,756,0,250,150,0.88,50,77,88,5,112,24,380,1.96,C3S1,-2.60,P.S.
19,MEDAK,Regode,T.lingampally,77.83,17.94,562,Post-monsoon 2021,7.47,1531,980,0,170,200,0.28,272,86,85,22,88,83,560,1.56,C3S1,-7.80,P.S.
20,MEDAK,Shankarampet ,Gavvalapalli,77.92,18.05,440,Post-monsoon 2021,7.32,815,522,0,180,110,1.14,22,74,79,1,40,39,260,2.13,C3S1,-1.60,P.S.
21,MEDAK,Shankarampet R,Shankarampet,78.37,17.97,495,Post-monsoon 2021,7.27,2196,1405,0,120,470,0.61,270,160,316,2,72,68,460,6.41,C3S2,-6.80,P.S.
22,MEDAK,Shivampet,Shivampet,78.37,17.79,559,Post-monsoon 2021,7.41,1895,1213,0,220,290,0.39,198,135,159,10,104,73,560,2.92,C3S1,-6.80,P.S.
23,MEDAK,Shivampet,Gudur,78.37,17.78,566,Post-monsoon 2021,7.65,2598,1663,0,100,510,0.43,385,157,219,4,192,92,860,3.25,C4S1,-15.20,P.S.
24,MEDAK,Shivampet,Usrikapally,78.39,17.82,552,Post-monsoon 2021,7.91,553,354,0,170,50,0.31,7,34,46,4,40,19,180,1.49,C2S1,-0.20,P.S.
25,MEDAK,Tekmal,Tekmal,78.03,17.98,484,Post-monsoon 2021,8.15,468,300,0,200,30,0.50,6,29,28,2,48,24,220,0.82,C2S1,-0.40,P.S.
26,MEDAK,Toopran,Islampur,78.47,17.88,525,Post-monsoon 2021,7.04,770,493,0,230,70,1.29,27,44,48,1,96,15,300,1.20,C3S1,-1.40,P.S.
27,MEDAK,Toopran,Toopran,78.48,17.84,531,Post-monsoon 2021,6.82,1879,1203,0,220,380,0.41,111,101,153,2,152,53,600,2.72,C3S1,-7.60,P.S.
28,MEDAK,Yeldurthy,Edulapally,78.35,17.97,482,Post-monsoon 2021,7.79,1126,721,0,130,200,0.96,92,66,116,2,88,19,300,2.91,C3S1,-3.40,P.S.
29,MEDAK,Yeldurthy,Kukunoor,78.32,17.91,477,Post-monsoon 2021,7.85,1001,641,0,160,150,0.51,149,80,76,4,64,58,400,1.65,C3S1,-4.80,P.S.
30,MEDAK,Yeldurthy,Ramayapally,78.32,17.95,466,Post-monsoon 2021,8.18,399,255,0,120,30,0.57,6,34,30,1,32,15,140,1.10,C2S1,-0.40,P.S.
31,MEDAK,Yeldurthy,Yeldurthy,78.95,18.78,263,Post-monsoon 2021,8.09,482,308,0,200,30,0.91,12,29,49,1,48,15,180,1.59,C2S1,0.40,P.S.
1,MEDCHAL,Alwal,Old Alwal,78.51,17.49,556,Post-monsoon 2021,7.80,1291,826,0,50,210,1.75,223,116,90,2,152,19,460,1.83,C3S1,-8.199,P.S.
2,MEDCHAL,Bachupalli,Nizampet,78.38,17.52,578,Post-monsoon 2021,7.94,1085,694,0,250,130,0.83,48,79,142,10,56,24,240,3.98,C3S1,0.20,P.S.
3,MEDCHAL,Balanagar,Balanagar 1,78.45,17.47,541,Post-monsoon 2021,8.33,1652,1057,10,520,180,1.21,0,67,309,2,24,24,160,10.63,C3S2,7.401,U.S.
4,MEDCHAL,Balanagar,Balanagar 2,78.45,17.47,532,Post-monsoon 2021,7.25,1711,1095,0,400,170,1.12,141,113,132,3,168,39,580,2.37,C3S1,-3.599,P.S.
5,MEDCHAL,Balanagar,Fethenagar,78.44,17.46,540,Post-monsoon 2021,8.09,1482,948,0,250,230,0.81,119,95,152,4,120,29,420,3.22,C3S1,-3.40,P.S.
6,MEDCHAL,Dundigal,Dulapally,78.46,17.55,581,Post-monsoon 2021,7.95,660,422,0,250,40,1.81,10,23,67,2,48,19,200,2.06,C2S1,1.001,P.S.
7,MEDCHAL,Dundigal,Dundigal,78.42,17.61,599,Post-monsoon 2021,7.13,1180,755,0,440,90,1.37,1,52,105,4,128,19,400,2.29,C3S1,0.801,P.S.
8,MEDCHAL,Dundigal,Shambhirpur,78.37,17.56,236,Post-monsoon 2021,7.28,2335,1494,0,370,400,2.08,101,178,211,1,200,49,700,3.46,C4S1,-6.60,P.S.
9,MEDCHAL,Ghatkesar,Ghatkesar,78.68,17.45,468,Post-monsoon 2021,8.10,633,405,0,150,100,0.57,11,34,55,16,48,19,200,1.69,C2S1,-0.999,P.S.
10,MEDCHAL,Kapra,Balaji Nagar,78.55,17.55,586,Post-monsoon 2021,7.57,860,550,0,240,60,0.51,51,72,42,2,96,24,340,0.99,C3S1,-2.00,P.S.
11,MEDCHAL,Kapra,Cherlapally,78.61,17.47,516,Post-monsoon 2021,7.56,1143,732,0,240,150,0.84,51,92,37,3,136,39,500,0.73,C3S1,-5.199,P.S.
12,MEDCHAL,Keesara,Kessara,78.58,17.48,526,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,MEDCHAL,Keesara,Yadgarpally,78.63,17.55,553,Post-monsoon 2021,8.04,940,602,0,190,100,1.65,89,69,44,6,104,29,380,0.97,C3S1,-3.799,P.S.
14,MEDCHAL,Kukatpally,Kaithalapur,78.40,17.47,553,Post-monsoon 2021,8.27,1298,831,0,530,70,2.14,3,55,177,1,32,53,300,4.44,C3S1,4.60,U.S.
15,MEDCHAL,Kukatpally,Kukatpally 1,78.40,17.48,555,Post-monsoon 2021,7.94,434,278,0,140,20,0.21,4,49,19,3,64,5,180,0.60,C2S1,-0.800,P.S.
16,MEDCHAL,Kukatpally,Kukatpally 2,78.39,17.49,577,Post-monsoon 2021,8.08,872,558,0,200,110,1.08,19,75,100,2,32,39,240,2.80,C3S1,-0.799,P.S.
17,MEDCHAL,Malkajgiri,Malkajgiri,78.54,17.45,527,Post-monsoon 2021,7.85,921,589,0,120,160,0.93,54,95,55,3,96,29,360,1.26,C3S1,-4.799,P.S.
18,MEDCHAL,Medchal,Gundla pochampally,78.48,17.57,581,Post-monsoon 2021,7.98,898,575,0,230,100,0.91,49,58,64,7,96,19,320,1.56,C3S1,-1.799,P.S.
19,MEDCHAL,Medchal,Medchal,78.49,17.62,561,Post-monsoon 2021,7.65,977,625,0,340,70,1.43,4,44,65,1.8,48,58,360,1.49,C3S1,-0.398,P.S.
20,MEDCHAL,Medchal,Pudur,78.53,17.62,560,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,MEDCHAL,Qutubullapur,Gajularamaram 1,78.42,17.53,567,Post-monsoon 2021,7.47,944,604,0,240,90,0.91,31,65,88,1,88,15,280,2.29,C3S1,-0.800,P.S.
22,MEDCHAL,Qutubullapur,Gajularamaram 2,78.42,17.53,567,Post-monsoon 2021,7.48,954,611,0,270,110,0.58,1,33,87,1,72,24,280,2.26,C3S1,-0.199,P.S.
23,MEDCHAL,Qutubullapur,Jeedimetla,78.47,17.52,549,Post-monsoon 2021,7.41,1239,793,0,360,100,0.83,35,78,89,2,104,39,420,1.89,C3S1,-1.20,P.S.
24,MEDCHAL,Qutubullapur,Qutubullapur 1,78.46,17.50,546,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,MEDCHAL,Qutubullapur,Qutubullapur 2,78.46,17.50,542,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,MEDCHAL,Qutubullapur,Shapurnagar,78.44,17.54,578,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,MEDCHAL,shahmirpet,Jagamguda,78.63,17.62,537,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,MEDCHAL,shahmirpet,Pothaipally,78.54,17.55,587,Post-monsoon 2021,7.16,1188,760,0,420,80,0.59,3,75,63,4,160,15,460,1.27,C3S1,-0.800,P.S.
29,MEDCHAL,shahmirpet,Shahmirpet,78.57,17.58,550,Post-monsoon 2021,8.23,1106,708,0,140,290,0.62,0,18,162,4,16,39,200,4.99,C3S1,-1.199,P.S.
30,MEDCHAL,shahmirpet,Turkapally,78.59,17.67,567,Post-monsoon 2021,7.37,1209,774,0,230,200,1.52,41,60,66,3,128,39,480,1.31,C3S1,-4.999,P.S.
31,MEDCHAL,Uppal,Uppal,78.58,17.41,480,Post-monsoon 2021,7.61,1142,731,0,250,130,0.76,61,114,93,4,104,34,400,2.03,C3S1,-2.999,P.S.
32,MEDCHAL,MEDIPALLY,MEDIPALLY,78.61,17.42,,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,MULUGU,Eturu Nagaram,Eturu Nagaram (D),80.44,18.36,,Post-monsoon 2021,7.04,236,151,0,60,10,0.04,37.24,11,37,6,8,0.20,60,2.08,C1S1,0.00,P.S.
2,MULUGU,Eturu Nagaram,Eturu Nagaram (S),80.42,18.34,72,Post-monsoon 2021,7.23,237,152,0,40,20,0.05,4.63,13,37,4,16,0.10,40,2.54,C1S1,0.00,P.S.
3,MULUGU,Govindaraopet,Pasra,80.17,18.21,128,Post-monsoon 2021,8.21,692,443,0,100,110,0.60,26.57,17,59,10,32,0.70,220,1.73,C2S1,-2.40,P.S.
4,MULUGU,Govindaraopet,Project Nagar,80.19,18.26,128,Post-monsoon 2021,8.12,777,497,0,120,100,0.92,6.64,31,74,5,48,0.60,240,2.08,C3S1,-2.40,P.S.
5,MULUGU,Kannaigudem,Kannaigudem,80.35,18.53,85,Post-monsoon 2021,7.23,679,435,0,110,90,0.56,17.31,25,65,2,48,0.50,220,1.91,C2S1,-2.20,P.S.
6,MULUGU,Mangapet,Kamalapuram,80.47,18.27,87,Post-monsoon 2021,8.09,127,81,0,20,10,0.15,1.81,15,17,2,16,0.10,60,0.95,C1S1,-0.80,P.S.
7,MULUGU,Mangapet,Mallur,80.56,18.22,70,Post-monsoon 2021,7.98,797,510,0,100,90,0.21,31.81,36,88,2,40,0.60,220,2.58,C3S1,-2.40,P.S.
8,MULUGU,Mangapet,Rajupet,80.63,18.15,62,Post-monsoon 2021,7.06,1849,1183,0,160,200,0.12,32.81,100,301,5,32,0.90,260,8.12,C3S1,-2.00,P.S.
9,MULUGU,Mulugu,Jakkaram(D),79.91,18.18,,Post-monsoon 2021,7.68,869,556,0,170,100,0.41,11.07,31,85,10,48,0.70,260,2.29,C3S1,-1.80,P.S.
10,MULUGU,Mulugu,Jakkaram(S),79.89,18.17,242,Post-monsoon 2021,7.77,806,516,0,150,110,0.37,11.27,32,75,12,56,0.70,280,1.95,C3S1,-2.60,P.S.
11,MULUGU,Mulugu,Kasimdevpet,80.00,18.17,207,Post-monsoon 2021,7.08,1624,1039,0,200,200,0.40,36.84,74,211,9,56,1.10,360,4.84,C3S1,-3.20,P.S.
12,MULUGU,Mulugu,Mulugu,79.94,18.19,222,Post-monsoon 2021,7.89,1485,950,0,150,140,0.57,8.05,89,221,5,48,0.60,240,6.20,C3S1,-1.80,P.S.
13,MULUGU,Tadvai,Beerelli,80.35,18.03,311,Post-monsoon 2021,7.99,536,343,0,110,60,0.23,23.55,29,57,11,40,0.50,200,1.75,C2S1,-1.80,P.S.
14,MULUGU,Tadvai,Gangaram,80.37,18.18,162,Post-monsoon 2021,8.01,427,273,0,100,30,0.21,5.64,30,35,1,48,0.40,200,1.08,C2S1,-2.00,P.S.
15,MULUGU,Tadvai,Lavvala,80.26,18.17,232,Post-monsoon 2021,7.58,693,444,0,120,70,0.12,13.49,21,52,4,40,0.50,200,1.60,C2S1,-1.60,P.S.
16,MULUGU,Tadvai,Medaram,80.25,18.31,126,Post-monsoon 2021,7.54,629,403,0,110,100,0.36,1.61,21,55,2,48,0.50,220,1.61,C2S1,-2.20,P.S.
17,MULUGU,Tadvai,Tadvai,80.31,18.24,192,Post-monsoon 2021,7.09,172,110,0,40,10,0.06,4.23,20,23,9,16,0.20,80,1.12,C1S1,-0.80,P.S.
18,MULUGU,Vankatapur,Laxmidevipet,79.96,18.29,184,Post-monsoon 2021,7.99,7579,4851,0,660,1740,0.50,26.78,156,1154,327,160,2.50,900,16.73,C4S1,-4.80,P.S.
19,MULUGU,Venkatapuram,Alubaka ***,80.67,18.21,,Post-monsoon 2021,7.77,369,236,0,110,30,0.14,41.47,14,21,2,40,0.50,200,0.65,C2S1,-1.80,P.S.
20,MULUGU,Venkatapuram,Edira ***,80.73,18.14,,Post-monsoon 2021,7.85,669,428,0,110,40,0.16,24.96,41,59,7,48,0.50,220,1.73,C2S1,-2.20,P.S.
21,MULUGU,Venkatapuram,Marikal,80.50,18.32,71,Post-monsoon 2021,7.09,566,362,0,150,90,0.14,41.87,13,65,10,56,0.40,220,1.91,C2S1,-1.40,P.S.
22,MULUGU,Venkatapuram,Nuguru ***,80.55,18.34,,Post-monsoon 2021,8.01,762,488,0,120,120,0.20,2.01,25,69,3,48,0.60,240,1.94,C3S1,-2.40,P.S.
23,MULUGU,Wazeedu,Jagannadhapuram ***,80.51,18.43,,Post-monsoon 2021,7.98,294,188,0,100,20,0.18,6.24,8,56,5,8,0.10,40,3.85,C2S1,1.20,P.S.
24,MULUGU,Wazeedu,Peddagollagudem ***,80.47,18.47,,Post-monsoon 2021,7.98,364,233,0,100,60,0.03,41.67,7,14,1,40,0.60,220,0.41,C2S1,-2.40,P.S.
25,MULUGU,Wazeedu,Perur ***,80.39,18.53,,Post-monsoon 2021,7.54,762,488,0,120,100,0.13,47.71,24,79,8,56,0.40,220,2.32,C3S1,-2.00,P.S.
26,MULUGU,Wazeedu,Tekulagudem ***,80.41,18.57,,Post-monsoon 2021,7.66,905,579,0,140,140,0.28,43.89,33,111,21,64,0.50,260,2.99,C3S1,-2.40,P.S.
1,NAGARKURNOOL,Achampet,Achampet,78.65,16.40,466,Post-monsoon 2021,7.47,1611,1031,0,370,190,0.55,158,39,67,0.4,32,146,680,1.12,C3S1,-6.20,P.S.
2,NAGARKURNOOL,Amarabad,Domalapenta,78.88,16.21,689,Post-monsoon 2021,7.49,1235,790,0,300,130,0.20,102,28,69,5,56,73,440,1.43,C3S1,-2.80,P.S.
3,NAGARKURNOOL,Amarabad,Madhavanipally,78.86,16.41,609,Post-monsoon 2021,7.87,2843,1820,0,350,350,0.43,352,295,253,165,72,122,680,4.22,C4S2,-6.60,P.S.
4,NAGARKURNOOL,Amarabad,Mannanoor,78.76,16.37,617,Post-monsoon 2021,7.79,1625,1040,0,390,230,0.75,82,26,151,3,32,102,500,2.94,C3S1,-2.20,P.S.
5,NAGARKURNOOL,Amarabad,Vatverlapallly,78.78,16.23,693,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NAGARKURNOOL,Balmur,Balmur,78.57,16.33,455,Post-monsoon 2021,7.54,1714,1097,0,280,320,0.47,76,22,70,2,80,117,680,1.17,C3S1,-8.00,P.S.
7,NAGARKURNOOL,Balmur,Banala,78.64,16.32,475,Post-monsoon 2021,7.39,2115,1354,0,310,310,0.42,247,52,110,3,160,97,800,1.69,C3S1,-9.80,P.S.
8,NAGARKURNOOL,Balmur,Gattuthummena  ,78.55,16.40,444,Post-monsoon 2021,7.97,1146,733,0,290,140,0.81,67,23,62,13,64,63,420,1.32,C3S1,-2.60,P.S.
9,NAGARKURNOOL,Bijinepalli,Bijinepalli,78.20,16.54,482,Post-monsoon 2021,8.13,1472,942,0,160,290,0.45,98,23,71,2,64,88,520,1.35,C3S1,-7.20,P.S.
10,NAGARKURNOOL,Charakonda,Charakonda,78.71,16.70,,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NAGARKURNOOL,Kalwakuthy,GUNDUR,78.46,16.58,,Post-monsoon 2021,6.92,576,369,0,150,20,0.32,130,13,18,1,56,29,260,0.49,C2S1,-2.20,P.S.
12,NAGARKURNOOL,Kalwakuthy,Kalwakuthy,78.49,16.67,495,Post-monsoon 2021,6.87,1608,1029,0,330,310,1.08,88,35,32,1,176,92,820,0.49,C3S1,-9.80,P.S.
13,NAGARKURNOOL,Kalwakuthy,Lingasanipally,78.47,16.55,429,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NAGARKURNOOL,Kalwakuthy,Marchala,78.45,16.69,479,Post-monsoon 2021,7.25,2208,1413,0,320,340,1.21,471,54,183,42,120,107,740,2.93,C3S1,-8.40,P.S.
15,NAGARKURNOOL,Kodair,Kodair,78.27,16.27,375,Post-monsoon 2021,8.18,1562,1000,0,210,390,0.50,3,44,169,5,16,102,460,3.43,C3S1,-5.00,P.S.
16,NAGARKURNOOL,Kodair,Thurkadinne,78.22,16.29,403,Post-monsoon 2021,7.83,954,611,0,280,120,0.56,56,40,106,17,64,34,300,2.65,C3S1,-0.40,P.S.
17,NAGARKURNOOL,Kollapur,Kollapur,78.31,16.11,297,Post-monsoon 2021,7.38,2299,1471,0,320,570,0.66,12,54,228,2,88,117,700,3.75,C4S1,-7.60,P.S.
18,NAGARKURNOOL,Kollapur,Molachintalapally,78.42,16.14,278,Post-monsoon 2021,7.61,1156,740,0,240,230,1.05,5,36,114,9,72,44,360,2.61,C3S1,-2.40,P.S.
19,NAGARKURNOOL,Lingal,Ambatipally,78.45,16.28,380,Post-monsoon 2021,7.66,2190,1402,0,160,630,0.58,17,51,259,4,80,92,580,4.68,C3S1,-8.40,P.S.
20,NAGARKURNOOL,Lingal,Lingal,78.52,16.27,427,Post-monsoon 2021,7.94,731,468,0,270,70,1.98,38,18,75,3,40,39,260,2.02,C2S1,0.20,P.S.
21,NAGARKURNOOL,Nagarkurnool,Manthati,78.35,16.44,474,Post-monsoon 2021,7.63,912,584,0,280,90,0.18,72,15,29,4,128,19,400,0.63,C3S1,-2.40,P.S.
22,NAGARKURNOOL,Nagarkurnool,Nagarkurnool,78.30,16.49,452,Post-monsoon 2021,7.70,707,452,0,90,80,1.22,160,16,43,1,32,44,260,1.16,C2S1,-3.40,P.S.
23,NAGARKURNOOL,Padra,Padra,78.88,16.43,,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NAGARKURNOOL,Peddakothapally,Maredumandinne,78.41,16.22,,Post-monsoon 2021,8.02,2049,1311,0,420,240,0.95,182,61,143,67,72,97,580,2.58,C3S1,-3.20,P.S.
25,NAGARKURNOOL,Pentlavelle,Pentlavelle,78.26,16.08,,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NAGARKURNOOL,Tadoor,Tadoor,78.36,16.51,443,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NAGARKURNOOL,Tadoor,Vengampally,78.40,16.54,441,Post-monsoon 2021,8.17,1324,847,0,400,150,1.35,13,20,190,2,24,44,240,5.33,C3S1,3.20,U.S.
28,NAGARKURNOOL,Telkapally,Karvanga,78.41,16.48,429,Post-monsoon 2021,8.04,2561,1639,0,340,440,0.98,280,170,343,37,40,117,580,6.19,C4S2,-4.80,P.S.
29,NAGARKURNOOL,Telkapally,Telkapally,78.44,16.44,441,Post-monsoon 2021,8.36,1907,1220,20,340,310,0.50,38,40,312,22,16,39,200,9.59,C3S2,3.20,U.S.
30,NAGARKURNOOL,Thimmajipet,Gummakonda,78.19,16.62,516,Post-monsoon 2021,7.82,1450,928,0,400,170,0.98,68,26,217,15,16,49,240,6.09,C3S1,3.20,U.S.
31,NAGARKURNOOL,Uppununuthala,Laxmapur,78.53,16.48,419,Post-monsoon 2021,7.83,3133,2005,0,390,410,0.23,339,320,347,147,112,73,580,6.27,C4S2,-3.80,P.S.
32,NAGARKURNOOL,Uppununuthala,Uppununthala,78.59,16.45,430,Post-monsoon 2021,7.78,2258,1445,0,200,440,0.26,127,210,98,8,136,131,880,1.44,C4S1,-13.60,P.S.
33,NAGARKURNOOL,Urkonda,Urkonda,78.41,16.73,,Post-monsoon 2021,7.10,1925,1232,0,260,230,1.49,246,190,118,2,64,131,700,1.94,C3S1,-8.80,P.S.
34,NAGARKURNOOL,Vangoor,Vangoor,78.62,16.61,421,Post-monsoon 2021,8.59,1346,861,30,540,80,3.23,9,8,265,3,16,24,140,9.74,C3S2,8.60,U.S.
35,NAGARKURNOOL,Veldanda,Veldanda,78.52,16.73,543,Post-monsoon 2021,7.46,531,340,0,140,70,0.63,32,8,28,0.4,48,24,220,0.81,C2S1,-1.60,P.S.
1,NALGONDA,Advidevulapally,Ulsaipalem,79.50,16.71,108,Post-monsoon 2021,7.33,1236,791,0,280,130,1.13,16,125,96,1,32,73,380,2.14,C3S1,-2.00,P.S.
2,NALGONDA,Anumula,Anumula,79.29,16.80,138,Post-monsoon 2021,8.30,1995,1277,0,700,70,1.77,153,149,441,4,48,5,140,16.21,C3S1,11.20,U.S.
3,NALGONDA,Anumula,Chintagudem,79.29,16.83,143,Post-monsoon 2021,7.96,872,558,0,200,80,1.46,55,79,95,1,40,34,240,2.67,C3S1,-0.80,P.S.
4,NALGONDA,Anumula,Pulimamidi,79.27,16.88,160,Post-monsoon 2021,6.92,919,588,0,220,70,1.09,54,88,99,3,56,24,240,2.78,C3S1,-0.40,P.S.
5,NALGONDA,Anumula,Rajavaram,79.41,16.68,153,Post-monsoon 2021,8.02,359,230,0,130,20,0.72,13,36,31,2,32,15,140,1.14,C2S1,-0.20,P.S.
6,NALGONDA,Anumula,Sreerampur,79.30,16.73,143,Post-monsoon 2021,7.82,1124,719,0,80,180,0.43,30,191,111,3,48,49,320,2.70,C3S1,-4.80,P.S.
7,NALGONDA,Bommakal,Bommakal,0.00,0.00,,Post-monsoon 2021,7.79,3390,2170,0,550,610,0.89,25,256,380,199,40,126,620,6.64,C4S1,-1.40,P.S.
8,NALGONDA,Chandampet,Buddoni thanda,78.96,16.55,411,Post-monsoon 2021,7.86,1450,928,0,280,170,1.73,104,152,189,32,32,53,300,4.75,C3S1,-0.40,P.S.
9,NALGONDA,Chandampet,Chandampet,78.89,16.58,274,Post-monsoon 2021,7.47,879,563,0,110,130,0.69,55,102,76,1,48,39,280,1.98,C3S1,-3.40,P.S.
10,NALGONDA,Chandampet,Kambalapally,79.11,16.45,450,Post-monsoon 2021,7.19,2066,1322,0,310,400,1.75,139,20,261,3,48,83,460,5.29,C3S1,-3.00,P.S.
11,NALGONDA,Chandampet,Thelidevarapally,78.97,16.51,196,Post-monsoon 2021,7.64,730,467,0,100,120,1.47,7,100,58,1,48,34,260,1.56,C2S1,-3.20,P.S.
12,NALGONDA,Chandampet,Yelmalmanda,79.08,16.44,464,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NALGONDA,Chandur,Angadipet,79.02,16.98,251,Post-monsoon 2021,7.90,1197,766,0,330,110,3.02,46,100,219,3,32,19,160,7.53,C3S1,3.40,U.S.
14,NALGONDA,Chandur,Bangarigadda,79.01,16.98,260,Post-monsoon 2021,8.50,1089,697,40,410,40,2.43,34,50,180,1,24,24,160,6.19,C3S1,5.80,U.S.
15,NALGONDA,Chandur,Chandur,79.06,16.97,248,Post-monsoon 2021,7.15,1429,915,0,280,40,2.65,83,300,242,2,16,39,200,7.44,C3S1,1.60,MR
16,NALGONDA,Chandur,Chandur,79.07,16.99,,Post-monsoon 2021,7.49,1165,746,0,260,100,1.07,160,60,71,2.2,40,83,440,1.47,C3S1,-3.60,P.S.
17,NALGONDA,Chandur,Donipamula,78.98,16.99,281,Post-monsoon 2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NALGONDA,Chandur,Ghattuppal,78.92,17.06,309,Post-monsoon 2021,8.24,1963,1256,0,560,200,3.42,43,150,195,38,80,83,540,3.65,C3S1,0.40,P.S.
19,NALGONDA,Chandur,Nermata,78.98,17.00,272,Post-monsoon 2021,8.24,3820,2445,0,910,600,4.40,58,106,680,1,56,73,440,14.10,C4S1,9.40,U.S.
20,NALGONDA,Chandur,Pullemla,0.00,0.00,,Post-monsoon 2021,7.82,654,419,0,170,40,0.84,55,50,35,11,72,15,240,0.98,C2S1,-1.40,P.S.
21,NALGONDA,Chandur,Sirdepally,79.06,17.01,236,Post-monsoon 2021,7.68,2756,1764,0,400,470,4.59,49,215,450,20,32,73,380,10.04,C4S1,0.40,P.S.
22,NALGONDA,Chinthapally,Kurmed Gate,78.76,16.89,416,Post-monsoon 2021,7.32,1082,692,0,320,100,1.78,56,46,54,2,48,78,440,1.12,C3S1,-2.40,P.S.
23,NALGONDA,Chinthapally,Teeded,78.91,16.79,293,Post-monsoon 2021,7.98,1424,911,0,270,170,0.62,8,181,205,4,48,34,260,5.53,C3S1,0.20,P.S.
24,NALGONDA,Chityala,Urumadla,79.09,17.18,276,Post-monsoon 2021,7.59,319,204,0,130,10,0.19,3,8,16,1,40,5,120,0.64,C2S1,0.20,P.S.
25,NALGONDA,Chityala,Veliminedu,79.02,17.23,314,Post-monsoon 2021,7.84,1239,793,0,180,200,0.99,3,103,98,2,40,63,360,2.25,C3S1,-3.60,P.S.
26,NALGONDA,Devarakonda,Kamalapur,78.86,16.73,310,Post-monsoon 2021,7.34,597,382,0,170,20,0.71,47,59,16,4,40,39,260,0.43,C2S1,-1.80,P.S.
27,NALGONDA,Devarakonda,Konda Bheemanapally,0.00,0.00,,Post-monsoon 2021,7.39,882,564,0,190,60,0.75,50,97,38,2,32,63,340,0.90,C3S1,-3.00,P.S.
28,NALGONDA,Devarakonda,Padamtipally,78.80,16.68,317,Post-monsoon 2021,6.32,512,328,0,80,40,1.04,53,70,15,5,40,29,220,0.44,C2S1,-2.80,P.S.
29,NALGONDA,Devarakonda,Tatikole,78.86,16.63,285,Post-monsoon 2021,7.70,859,550,0,300,80,2.29,2,50,110,1,40,29,220,3.22,C3S1,1.60,MR
30,NALGONDA,Gundlapally,Dhindi,78.69,16.55,390,Post-monsoon 2021,7.63,732,468,0,190,90,0.69,7,50,80,5,56,15,200,2.46,C2S1,-0.20,P.S.
31,NALGONDA,Gundlapally,Vavikole,78.77,16.68,325,Post-monsoon 2021,7.73,3080,1971,0,470,430,1.86,282,197,372,21,48,131,660,6.30,C4S1,-3.80,P.S.
